name,label
Lignite,27
Light oils; MEREILLEUX 30,27
Petroleum preparations ; ATSO; USA,27
Isoparaffinic Hydrocarbon(V); ISOPAR V,27
nParaffin; SAS Normal paraffin,27
Peat,27
o Coal coke ; Calcined Anthracite ; CHINA,27
Calcium hydrogenorthophosphate(Dicalcium phosphate);;사료급 제2인산칼 슘;;;PRCHINA,28
Calcium hydroxide; Scollop Powder; JAPAN,28
Tricalcium phosphate; PRCHNA,28
Artifical corundum; Ceramic Abrasive Grain(SGH); P60; KOREA,28
Nickel cobalt manganese oxide; PHXM10fH11; PRCHNA,28
Lithium hydroxide monohydrate;; PRCHNA,28
Other carbon; CARBOTRONP,28
Germanium tetrahydride; USA,28
Boron carbide; B4C(F230); PRCHNA,28
Other inorganic compounds; Lithium nickel cobalt manganese oxide; BE6AI1; PRCHNA,28
Sodium silicate ; Kosi Granule ; RKOREA,28
Oxygen; O2 PLUS,28
Silicon monoxide; Doped silicon oxide block,28
MAGNESIUM HYDROXIDE;;; PRCHINA,28
Silicon ; Broken wafer,28
Carbon black; CARBON BLACK N234,28
Ammonium sulfamate solution,28
Lithium nickel cobalt aluminium boron oxide; HEDTM NCA 7051; JAPAN,28
Dicalcium phosphate,28
Magnesium silicate (Chester Fried Shortening Saver Filter Powder),28
Nickel cobalt aluminium oxide; NCAO (NICKEL COBALT ALUMINIUM OXIDE); JAPAN,28
Lithium nickel cobalt aluminium oxide; NCAO (NICKEL COBALT ALUMINIUM OXIDE)SA13A; RKOREA,28
OIT; BIO CHEMICAL OIT 98; CHINA,29
Beta Cyclodextrin; Kleptose Beta Cyclodextrin powder; FRANCE,29
Ketoprofen;;;PRCHNA,29
Diglycidyl12cyclohexanedicaboxylate; HJ EPIOLES602,29
Teranbutyl titanate(TBT),29
Diethylene glycol; DEG,29
STEVIOSIDE,29
4Bromo2fluoro biphenyl ; PRCHNA,29
Valsartan methyl ester; N(1Oxopentyl)N2(2Htetrazol5yl)(11 biphenyl)4ylmethylLvaline methyl ester,29
Other carboxylic acid with phenol function; ANOX PP BASE,29
Glycinezinc chelate; ZincGlycinate,29
Ethyleneglycol diglycidyl ether; HJ EPIOLDE211; RKOREA,29
Glyoxal solution; GLYOXAL 40; PRCHNA,29
Calcium propionate; PRCHNA,29
Iohexol,29
Methallyl alcohol,29
Acetic acid; PERITONITIS DETECTION KIT; TAIWAN,29
22Methylenebis(6tbutyl4methylphenol); Rubber chemicals 2246 powder; PRCHNA,29
Glutaraldehyde; Relugan GT 50,29
Other alkaloids of vegetal origin; Belladonna Total Alkaloids,29
Pentaerythritol polyglycidyl ether; HJ EPIOLPE411; RKOREA,29
Zinc diacrylate; COREBOND ZDA; RKOREA,29
Cyclodextrin,29
(Z)2(2tertButoxycarbonylprop2Oxyimino)2(2Aminothiazol4yl) Acetic Acid ; PRCHNA,29
Dioctyl terephthalate; NEOT ; RKOREA,29
Diethyl 3(3((acetoxyimino)(2methoxyphenyl)methyl)6nitro9Hcarbazol9yl) propylphosphonate; PI102,29
SODIUM DICHLORO ISOCYANURATE; JAPAN,29
Tin(II) bis(2ethylhexanoate); TIN CATALYST; SUT9,29
Betaine; Vistabet 91,29
Trehalose,29
BRONOPOL ; PRCHNA,29
2479Tetramethyl5decane47diol; DDTM; PRCHNA,29
6Acetyl2aminophenol4sulfonic acid ; INDIA,29
13Propanediol; Activonol3; RKOREA,29
Diundecylphthalate; SANSOCIZER DUP,29
Naphthols; BETA NAPHTHOL,29
Imides and their derivatives; RDT5 ETHYLENEBISTETRABROMOPHTALIMIDE; PRCHNA,29
Valifenalate; 95up; INDIA,29
2(Diethylamino)ethyl methacrylate; 아크릴모노머(ADE37828),29
OODioctadecylpentaerythritol bis(phosphite); WESTON 618F; UK,29
Squalane,29
12Dimethylimidazole; LUPRAGEN DMI; GERMANY,29
(Z)2(2tbutoxycarbonylaminothiazol4yl)2pentenoic acid; PRCHNA,29
Theraffin,30
PovidoneIodine Pred Pad,30
Human fascia;FASCIAN;10mm80mgpcs;FASCIA BIOSYSTEMS LLCFINLAND,30
Vitamin Preparation; MultiVitamin Brausetabletten Ohne Zucker,30
Other medicaments containing vitamins for retail sale; Party Patch Hangover Defense Topical Patch,30
Chemical contraceptive preparation on hormone;DIANE 35;Cyproterone acetate ethinyl estradiol lactose monohydrate maize starch etc,30
Microbial culture; The material of the WHOIUATLD proficicency testing for drugsusceptibility testing of Mycobacterium tuberculosis,30
Medicament; PRCHNA,30
Medicament ; Vicks Throat Drops(MentolAntitussive),30
Medicaments; Renalof; SPAIN,30
Adhesive dressing; VT Spot Patch; RKOREA,30
Digestant (Neo stom),30
Medicament;RED BULL;150mlbottle;For medicament;Taurine 1000mg glucuronolactone 400mg inositol 50mg vitamins wateretc;THAILND,30
Other immunological products; ENHERTU; NDC 6559740601,30
Cooling gel sheet; ATEX PORORO COOLING SHEET; JAPAN,30
Medicaments(Quick Weight Loss Tea),30
Mouse tumor Cell line; Colon38,30
PUCHISAWAR,30
Medicaments; Asbrip; SPAIN,30
Adhesive plaster(Fabric Bandages),30
Vitamine Preparation,30
Injectable micro implant,30
Medicament (Stay Mint),30
NewSkin,30
Preparations Containing VitaminC; CombicC,30
Medicaments; POYSIAN MARK  INHALER; THAILND,30
Wake up,30
Bone reconstruction cements; 5CC Hydroset Injectable Cement; 7943905,30
Medicament (THERMO LIFT),30
Immunological products in packings for retail sale ; LONQUEX PREFILLED INJ,30
Fertilizer; Calmaxk,31
Vegetable fertilisers; YubakGold; RKOREA,31
Fertilisers;Ocean Mineral Water;ECOM30;;JAPAN,31
Liquid Fertilisers(미네구론),31
Fertilisers ; 묘상수B,31
Other fertilisers; LIQUEFIED NATURAL FERTILIZER; VITAL GREEN,31
Vegetable fertilizer;유기질비료원료;;;PRCHNA,31
Fertilisers; leapup A,31
Fertilizer in packages of a gross weight not exceeding 10kg; 4종복합 모두싹,31
Printing ink;Silk screen printing ink,32
Printing ink; HP Scitex Ink(CP759A),32
Pigment preparation; GMMIXPM51; RKOREA,32
PDP용 GLASS POWDER,32
Filling compound;;제진PAD,32
 Ink cartridge black for printer  Ink jet print head with ink cartridge; Print cartridge; black for printer,32
양면 테입용 접착 증진제 ; 3M K820R ; 1kg  can (steel),32
Pigment preparation; KRAFELT GREEN EPOXY PIGMENT KEC68621,32
Enamels;SAEROLAC WHITE,32
Preparations based on colouring matter of vegetable origin; Paprika powder; PRCHNA,32
Other Pigment based on titanium dioxide; SICOTAN YELLOW L 1910,32
Varnish(CFS Metal Plate),32
Pigment preparation; DE RED FGR; RKOREA,32
Paints for textile; CB145; RKOREA,32
Other colouring matter; INORGANIC PIGMENT 42236A; JAPAN,32
Synthetic carotenoid organic colouring matter preparations; SYN Astaxanthin,32
Nonrefractory surfacing preparations;TERRACOAT SUPERFINE,32
Alkyd resin solution;NS Rose sealer,32
Preparations based on colouring matter of vegetable; 옐로우칼라 JS14358; RKOREA,32
Solution based on polyester; GRHM2752W(열경화형 접착제 백색),32
Preparations based on colouring matter of vegetable origin; AstaREAL L10; JAPAN,32
Paints;WaterTex White,32
Nonrefractory surfacing preparation ; 넥스톤,32
Other colouring matter; KRCP523; RKOREA,32
Pigment preparations; WPP3111 EBLUE; RKOREA,32
Varnish (Seal Peel),32
Prepared colouring matter of vegetable; KEM CLO DRY,32
Painters fillings ; PVC ROCKER PANEL PRIMER ; R KOREA,32
Pigment preparations based on ultramarine; SU BLACK B717B; RKOREA,32
Nonrefractory surfacing preparations,32
Colouring matter preparation; Astroflake Silver; JAPAN,32
BEAMSET FHC83NS,32
Other colouring matter preparations; SF BLACK AG2185,32
Other colouring matter; MASTERBATCH SMB YELLOW L1121,32
Pigment preparation; DE BLUE 2B; RKOREA,32
Mastics based on rubber; HSTM 411; RKOREA,32
Varnishes;Polyester sanding sealer,32
Carotene 731,32
Synthetic organic colouring matter preparation ; Nylon 6 Polymide 6 Polycaprolactam ; USA,32
Paints;Watertex 9000 White,32
Prepared colouring matter of vegetable; KEM GLO 20 DRY,32
Varnish;;SMAS5000;;;JAPAN,32
Other synthetic organic colouring matter; Lucantin Pink CWD; GERMANY,32
Mastics based on rubber; Butyl Type; T90510015010; RKOREA,32
Pigment preparations based on ultramarine; L2184; SMB BLUE(MASTER BATCH),32
Varnishes;PPRIMER,32
Printing Ink ; Ink Cartridge ; BCI21 Black BCI21 Color,32
Paints; JFPM; RKOREA,32
Organic solvent dyes; DL GREEN 3028; PRCHNA,32
Varnishes;Unilac sanding sealer,32
Pigment preparation based on titanium dioxide; GMMIXPM12; RKOREA,32
Aluminium lake Pigment (Opacolor),32
Other colour; COLORED LIQUID GLUE AIG00104,32
Enamels  Hardening agent;;Sigmadur Gloss ;;;RKOREA,32
Inorganic products of a kind used as luminophores; 5480KC0048AH; GAL53501B131038; PRCHNA,32
Pigment preparations; HORARED; RKOREA,32
Functional cosmetics; MUL AKWA TM RAINBURST TM MOISTURE CREAM,33
Foaming Bath Oil,33
Skin care cosmetic,33
Oleoresin capsicum extractedCAPSICUM OLEORESIN,33
Skin care cosmetics; Acropass ageless lifter Eyezone care,33
Skin care sheet; R2 Firming Essential Mask; RKOREA,33
Preparations for perfuming room,33
Compound flavor; Apple flavor natural 74364; SWISS,33
Bath preparation,33
Beauty preparations; JBP Nano Link Fille HA (I),33
Skin care cosmetics; ORIOX ELEGANCE REFRESHING LOTION; RKOREA,33
Shampoo (Biojoba Treatment Shampoo),33
Face powders; MISTINE FLOWERS BB POWDER SPF25 PA S1,33
Bath Preparations(Ocean),33
Deodorants (아로마틱 소취스프레이),33
Mixtures with a basis of odoriferous substance; Oreganum Liquid 20; SINGAPOR,33
Mixtures of odoriferous substances; Lime menthol flavor capsule; JAPAN,33
Skin care cosmetics; 아쿠아쿨 핫스파 젤; RKOREA,33
Lip makeup preparations (Neutrogena Lip Moisturizer),33
Preparations for use on the hair; HAIR Treatment; 61784 HSUAN WEN HUA 225G,33
Bath preparation;,33
Mixtures with a basis of one or more of odoriferous substances; 석류향분말 SG0513,33
Prepared Skin care cosmetics (SBS33),33
Skin care cosmetic;SQUALANE OIL;30mlbottle,33
Skin care cosmetic;OLIVE OIL;30mlbottle,33
Functional cosmetics; IS3; RKOREA,33
Preparation for Deodoriser(WI A),33
Skin care cosmetic (Vanish Gold),33
Dental floss; 일회용치실DENTAL FLOSS,33
Animal toilet preparations; Dog Ear Clear,33
Skin care cosmetic,33
Mixture with a basis of odoriferous substance; CARDAMOM FLAVOR,33
Deodorant; Epolen Gel N100G,33
Cleaning wet tissue;CLEANSING AND MAKEUP REMOVER TOWELETES;6830pieces;Waterpropylene glycolglycerincucumber extractfragran cenonwoven fabricetc;USA,33
 Eye Makeup Remover  Nail Color Remover  baby oil tissues,33
Deodorizer (Sun Alpha),33
Skina Baby,33
Skin care sheet  (미기수 마스크),33
Hair Lacquers; ICE Mist,33
Skin care cosmetics;MILKY BASE,33
Nail polish remover pad (NICEN CLEAN),33
Cleansing wet tissue;OSHIBORI WETTY BOX;150mmX200mm70 sheets; For cleansing;Purified waterpropylene glycolgreen tea extract ethanolparabencetylpyridinium chloridenon woven fabric;JAPAN,33
KleanHands,33
Personal deodorants ; Mustela Skin Freshener ; FRANCE,33
Protective Skincare Care Cream(MucadermaN),33
Skin care cosmetics; FACIAL CLEANSER; ULTRAPLANT,33
Other cosmetics; Allershut Virus Ion de Block,33
Prepared skin care cosmetics,33
Rinse; Tangle Free,33
Preparations for dental hygiene ; VanitoothGel ; RKOREA,33
Compound flavor; Peach flavor natural 74342; SWISS,33
Deodorants(하이목산),33
Hair dyes,33
Mixtures with a basis of odoriferous substance; OREGANUM POWDER 5; SNGAPOR,33
Eye make up remover,33
Compound flavor ; FRESH CREAM FLAVOR A041272,33
Mixtures of odoriferous substance,33
DentifriceTooth Polish,33
Mixtures with a basis of capsicum oleoresin; RKOREA,33
Petitfee gold neck cream ; R KOREA,33
Aqueous distilates ;BAMBOO LEAF ESSENCE;Liquid;For food;;PR CHNA,33
Mask pack(Sheet masks); Beauty point heating mask; R KOREA,33
Beauty Water,33
Cleansing wet tissue;POCKET WETTY;150mmX200mm10 sheets;For cleansing; Purified waterperfumeethanolparabenbenzoic acidnon woven fabric; JAPAN,33
Toilet Preparation,33
Mixtures with a basis of capsicum oleoresin; RKOREA,33
Skin care cosmetics (Neo seaweed massage oil),33
Nonwovens impregnated with perfume,33
LongLife 2020; Cutting oil preparation,34
Lubricating preparationsWYOVISPOLYMER,34
Mold Release Preparations; Mirror Glaze MGH8,34
Nonwoven fabric impregnated with detergent,34
Candles and the like;; PRCHNA,34
TEGELIT,34
Preparations for washing the skin; YADAH anti trouble bubble cleanser,34
TEGEE FENSTERKAR,34
Paperimpregnated with detergent; Sight Savers,34
PD SUPER TOOLS SET ; PD SUPER TOOLS SET ; 234958480  PD SUPER TOOLS SET ; 중국,34
Toilet soap; Dream Wash Roulade 900g; UK,34
Artificial wax PRE7070P RKOREA,34
Eyeglass cleaner stick (Crazy stick Eyeglass Cleaner),34
Metal polishes,34
Preparations for washing the skin; Cetaphil OILY SKIN CLEANSER; CANADA,34
Cutting oil preparations; CUTTING OIL; FINECUT 2700S,34
Lubricating preparations; PH4012 GREASE; RKOREA,34
DEODORANT COSMETIC SOAP,34
LIQUID BODY LUFRA ; 18102717 ;,34
Artificial wax; AKD WAX 1801,34
Polish coachwork,34
Washing preparation (Orthozime),34
Candle (Smokeaway deodorant candle양초),34
Droyts Special Glycerine Soap,34
Cleaning wet tissue;150X200mm12sheetpack,34
조제연마분,34
Metal Polish,34
Cleaning preparations;,34
Medicated Soap,34
Artificial Wax; SDA 23E; RKOREA,34
Cutting oil preparations; CIMSTAR 585; 금속가공유제,34
Cleaning preparation (All purpose concentrated cleaner SWP04),34
Lubricating preparations; TOPAS L32 GREASE; RKOREA,34
Cleaning preparations put up for retail sale; Dual Clean,34
Prepared waxes; LEADCAP64; RKOREA,34
Lubricating preparations; UCON(TM) Quenchant E,34
Etherified starches; CAT DS04 CORN STARCH 260; FRANCE,35
Maltodextrin;STARDRI 1;White powderDE1; AE STALEY MFGUSA,35
Adhesives; SVR5600; JAPAN,35
Hot melt adhesive; MH100Y2 ; RKOREA,35
Accosize 72,35
Modified starch;Perfectacat 975;;;NETHERLANDS,35
Whey protein concentrate; HILMAR 9410 INSTANTIZED WHEY PROTEIN ISOLATE; USA,35
Protein substances; 연어추출분말; NORWAY,35
Phytase; Phosmor; PRCHNA,35
Adhesives based on rubber; Leather Glue(1788LSK),35
Modified Starch(FLOKOTE 64),35
Supplementary feeds; Econase XT 5P; FINLAND,35
Oxidized starch,35
Adhesives;JSheet;SKT350C;;;JP,35
Oxidized tapioca starch; Emox TO 2050,35
Starch pregelatinised (Mousse up),35
Etherified starch;TAPLINK33,35
Modified Starch (DRU102CO5),35
Cationic starch (RAIBOND 7),35
Dextrins ;;SM100;;;USA,35
Esterified manioc starch,35
Hot melt adhesive ; AM510 ; R KOREA,35
Prepared adhesives; 담배경갑용 EVA접착제; 20KG PE TUB; RKOREA,35
Prepared adhesives  CHEMLOK 6108 ; R KOREA,35
Pregelatinised starch;DRY1;White flake;For dehumiditing;Pregelatinised starch;NIPPON STARCH CHEMICALJAPAN,35
Etherified starch; 양성전분(CATIONIC STARCH); PRCHNA,35
Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives not exceeding a net weight of 1kg; YP3201G,35
Supplementary feed; ENERVANCE(애너밴스) ; RKOREA,35
Modified tapioca starch;;Powder;For bakers wares;Etherified tapioca starch;Thailand,35
Hydro Poultry Protein(HPP); 가수분해한 닭건조분; CHINA,35
Prepared enzymes; Allzyme SSF,35
Oxidized tapioca starch; Emox TO 2080,35
Prepared enzymes; CAKESOFT; DAM0126,35
Other protein substances; PEPTISALM HP; FRANCE,35
Adhesives based on polymers of headings 3901 to 3913; EVA FILM; EV1050G1,35
Protease (Clearse),35
CRYSTAL TEX 626 (타피오카 덱스트린),35
Esterified starch;TCA10;White powder;For paper sizing,35
Oxidized starch;SOL15,35
Modiffied starches; Oxidized corn Starch SO8,35
마술건신볼,36
Party Popper,36
Photoresist; Liquid Photo Resist ink LP7603D; TAIWAN,37
NPG27 Toner CartridgeTD14 Toner Cartridge,37
Blank Mask ; R30x2286x2286LAZ ; TAIWAN,37
Prepared culture media,38
Chemical preparations; INNOSLIP O(POLYSLIP O),38
Additives for lubricating oils; LUBRICANT ADDITIVE DAILUBE GS440L,38
Fuel Oil Additive( Napro B4000  Napro R5000),38
Chemical preparation; TOSOH Zirconia Powder TZ3YE; JAPAN,38
GMB바인더,38
Residual products of the chemical or allied industries; GYPSUM SOIL CONDITIONER; RKOREA,38
Chemical preparation; TOSOH Zirconia Powder TZ5Y; JAPAN,38
Supplementary feed; SAL CURB K1 LIQUID,38
Additive for mineral Oil (Radex Diesel),38
Colloidal suspensions of silica; SILICA SOL; JN35; PRCHNA,38
Chemical preparation; New Hair Conditioner(Modoru); PRCHINA,38
Supplementary feed; Fysal Econ,38
Disinfectants; Safeclean Wipes SUN204; UK,38
Chemical preparation; TOSOH Zirconia Powder TZ2Y; JAPAN,38
Chemical preparations; JEJU Kudzu(HA),38
Chemical preparations; GRAPHITE (AGM31),38
Pickling preparations for metal surface; Unilin900; RKOREA,38
Disinfectant; 블록커(BLOCKER) CL40; JAPAN,38
Repellents; ARTEMISS,38
Fuel Additive(DeeZol Plus),38
Catalytic preparations; BLOCKED ACID CATALYST BCAT 0025; RKOREA,38
Supplementary feeds; SELACIDMP; NETHERL,38
Chemical preparation; IPPP65,38
Chemical preparations; Polysorb 7555A,38
Chemical preparations; Nexsome CERA 10; RKOREA,38
Disinfectants; Multi Purpose Sanitizer(싹수) ; RKOREA,38
Prepared calcium carbonate; Omyacarb 1THB; RKOREA,38
Silicon Wafer or Silicon ingot doped,38
Chemical preparations; MSEG3,38
Chemical preparations; DeoToilet Sand Deodorizer Green Tea; 4L8bag(1Case); JAPAN,38
Chemical preparation; ALD60,38
Soldering paste; RMA012FP; RKOREA,38
Other chemical preparations; RADIA 7331,38
Organic composite solvent; DIBASIC ESTER(DBE)  HIGH BOILING POINT SOLVENT; PRCHNA,38
Chemical preparations; LEAD ZIRCONATE TITANATE; PZT POWDER; KP102,38
Oleic acid;OL18,38
Reaction initiators; CHEMEXBND 75,38
Plantgrowth regulators; 잘자람 바이오미네랄; RKOREA,38
Artificial graphite;MCF;Black powder;For battery;JAPAN,38
Other preparations of a kind used in the textile industries; DS73S,38
Catalytic preparations; CATA KCR20; RKOREA,38
Prepartation of a kind used in the textile industries; silicone fluid; Novisil 815; PRCHNA,38
Catalystsupported; ZN 127VS; ITALY,38
Insect repellent; TN500; AUSTRAL,38
Catalytic preparation; SUK15 CATALYST,38
Additives for fuel,38
Other preparations of a kind used in the textile industries; SBW 2109,38
PROMOTE NP 202A,38
Sorbitol syrup;POLYSORB;Liquid;For food;;FRANCE,38
Chemical preparation; TOSOH Zirconia Powder TZ6YS; JAPAN,38
Pickling preparations for metal surfaces; MKS1200L LT; RKOREA,38
Catalytic preparations; BLOCKED ACID CATALYST BCAT 0075; RKOREA,38
Chemical compounds doped for use in electronics; SiC Wafer,38
Hydraulic fluids;COSMOLUBRIC HF 130,38
Additives for lubricating oils; LUBAD 792; FRANCE,38
Flux for brazing; COATING FLUX; PRCHNA,38
Chemical preperation; RF07; PRCHNA,38
Fungicides; 미라클곰팡이젤(Miracle Mold Out Gel); RKOREA,38
Chemical elements doped for use in electronics; COATED SILICON WAFER(ILWP55); RKOREA,38
Chemical preparations; HP37,38
Additives for lubricating oils containing petroleum oils; LUBRICANT ADDITIVE DAILUBE GS110,38
Prepartation of a kind used in the textile industries; Silicone fluid; Novosil 807; PRCHNA,38
Palmitic acids; CSMilkfat; MALAYA,38
Surfaceactive preparations; 페인트첨가제(AFCONA 5044); PRCHNA,38
Lexpure,38
Nonrefractory mortar;;;AUSTRAL,38
Sodium lignosulfonate; PRCHNA,38
Plantgrowth regulators ; ALLROUND PLAYER 500 ; JAPAN,38
TPU Powder Slush Molding(218TPUPPEKTRIPM TPU405),39
Selfadhesive film ; SPONGE SPK PCB,39
Other articles of plastics; Logo base emblem,39
 품명  플라스틱 셀 20mm  모델  CMA132,39
Polyurethane cellular sheet with nonwoven fabric; DK960056 PURPLE; PRCHNA,39
Flexible tubes of acrylic polymers; SEAL1234 LOW REV CLU FLUID PASG 24237339; USA,39
Methyl methacrylate butadiene styrene copolymer,39
Other builder ware of plastics; FRT GRATING,39
GRIP HANDLE LH; RKOREA,39
Other articles of plastics for use in machinery; GUIDE(RTAS  IM01I0022); RKOREA,39
Selfadhesive film of plastics width exceeding 20cm; 1ATB050S; RKOREA,39
Propylene copolymer ; TPV INNOPRENE 5430B,39
Drink holder,39
Selfadhesive film of plastics ; Wine Label(Plastic),39
HIDECO GLOVE BOX KNOB; RKOREA,39
Polyurethane cellular sheet with nonwoven fabric; DK 9598 DGREY; PRCHNA,39
Acrylonitrilebutadienestyrene copolymer sheet; ABS SHEET; RKOREA,39
Other articles of plastics ; Holder for connector ; 71584892 ; JAPAN,39
Low density polyethylene;LDPE BF300,39
Polyurethane in primary forms; IWS1020AF,39
HISEAT BACK GARNISH,39
FITTINGS FOR COACHWORK; WSTRIP FR DR BELT IS LH; 822312V000; 73CM X 25CM X 2CM,39
COVER AIRCON PIPE INSPECTION,39
Plasticised poly (vinyl chloride); VISTOMER GPMA80(NP); RKOREA,39
Other articles of plastics; PROTECTIVE CAP FOR LIFTOMAT; 1831EFPROTECTIVE CAP; GERMANY,39
KETER MASTER LOADER 508438 플라스틱제 공구보관함,39
Plates of epoxide resins; 판수지; YB6201,39
Polyethylene film; PE PROTECTIVE TAPE COVERSHEET ; RKOREA,39
LB FEEDER COVER ; PBDPT,39
Articles for the conveyance or packing of goods of plastics; EXTRACTION VIAL 04ML TUBE; PEX04TUBEA,39
Pacifier of Plastics; 아벤트 노리개 젖꼭지; SCF348,39
OTHER PLASTIC SHEET;SILICONE RUBBER SHEET;SILPLEX SHEET;;;RKOREA,39
Compact disc case,39
Selfadhesive sheet of plastic; DASH INSULATOR LH Q65055561; RKOREA,39
Toothbrush holder,39
Other articles of plastics ; TAPE UB CONN PROCESS,39
Laminated polypropylene film;SMACK wFILM,39
Selfadhesive sheet;BT180EBLK;;;JAPAN,39
Nippon Antenna  Antenna ; ACA101  Guide Pipe,39
CAR MAT HOOK Model No(842703X000) 30mmX50mmX75mm,39
Floor coverings of polyvinyl chloride; 센스톤 멀티로얄; FRW5002B220A; RKOREA,39
Ethylene copolymers in primary form; LLDPE UT404; RKOREA,39
멀티조리기 ;;; KR,39
뉴트라피니시 177U180042 흰색,39
Clip(1900056011),39
CAPDPS EG,39
Laminated polyurethane cellular sheet with nonwovens,39
Selfadhesive tape of plastics; SEALJOIN SILVER(48mm30m); RKOREA,39
Selfadhesive block; INSULATORFRTRR SD LK BUTTON ROD; RKOREA,39
Sheets of polymers of ethylenevinylacetate; TPE SHEET; RKOREA,39
Fluoropolymers in primary forms ; GA2757501,39
Vinylidene fluoridehexafluoropropylene copolymer; PVDF BINDER KF POLYMER W9300; JAPAN,39
CAPFR SHOCK ABSORBER; 546483N500; KR,39
BRUSHES ; PBRUSHR ; 5022mm,39
Other articles of plastics; Drying tray,39
Acrylic copolymer in primary form; ACRYPET IR441; JAPAN,39
인조가죽 라미제품(인조가죽스펀지back cloth),39
Ornamental articles of plastics; POLYMER CLAY; 꼬마버스타요,39
Fittings for coachwork; JOINT WS SIDE LH 80861353S000 RKOREA,39
Polyoxyethylene(polyethylene glycol) in primary forms; CONTEX 66W320,39
Flexible hoses having a minimum burst pressure of 276 Mpa ; HOSE ASMSUN RF HSG FRT DRN(84177599); USA,39
Other articles of plastics;URETHANE BUMPERS;AXFLD20L20V10N,39
Hose of polyamides rigid; HOSE ASSY FUEL 164404BA2A; PR CHINA,39
Articles of plastic ; BUSH F ; RKOREA,39
Poly(ethylenevinyl acetate) sheet ; PHOTOCAP 15580P,39
Polypropylene film laminated; HEAT SEAL COATINGFOIL 12ADHBGR OPP20; RKOREA,39
Other Parts of plastic for use in machinery ; BHDECOREATION BODY ; RKOREA,39
Phenolic resins; NEOLITE KC7542; RKOREA,39
Nitrocellulose (CA4 E35),39
Fitting for roof rack; 872512S000; RKOREA,39
Polystyrene cellular sheet;White paper Foam Board;;;RKOREA,39
FRAME INNER COVER; 82910J5000,39
Other articles of plastics; PLASTIC WIRE; PRCHNA,39
Household aritcles of plastic ; Silicone nipple ; RKOREA,39
Poly(methyl methacrylate); DELPOWDER 80N,39
Seal of plastic for use in machinery; SEAL RING; TBC0105017T111;,39
Polyurethane; NK OLIGO UA5182T; JAPAN,39
Bottles; PET BOTTLE; PRCHINA,39
Films of poly(ethylene terephthalate); SILVER COATING MPET FILM,39
DH RING; 85344B1000(LH) 85344B1010(RH),39
Selfadhesive film;206mmX259mm;For antifog;Polyethylene terephthalateEtc;VENTREEKOREA,39
ORING ; 31118F2000,39
Polyurethane sheets cellular ;BK500;;;RKOREA,39
 Strip of polymer of vinyl chloride; ARM PLATE; RKOREA  Mounting intened for permanent installation window; ARM PLATE; P16022 P63516; RKOREA,39
제시품명 NFSLAB SPONGE; RKOREA,39
Articles of plastics; DUST CAP; CSDC  422702; KOREA,39
HEAD RAIL END CAP,39
Propylene copolymers ; L670M,39
Propylene copolymer blend with polypropylene; INNOPRENE 1550B; RKOREA,39
Other fittings for coachwork of plastics; ANTINOISE COVERRR SBELTLH(PUM0090001),39
Other articles of plastics; SPRING WASHER; RKOREA,39
COVER ASSYROOF RACK; UM,39
Towel bar,39
Acrylic polymers in primary forms; TC26BG,39
Flexible tube of polyolefin not reinforced or otherwise combined with other materials without fitting; Hose assyair intake; DK1403X001; RKOREA,39
Poly(ethylene terephthalate) film ; FFC JW30 WHITE,39
Polyurethane cellular sheet with nonwoven fabric; DK10 SKY BLUE; PRCHNA,39
광포트락(LC) ; CSKFL01,39
STYRENE BUTADIENE COPOLYMERKRESIN ; KR05NW ;,39
(GBSDH) DECO,39
Other articles of plastics; ATTACHMENT CLIP(15478975MOUN ATTCH CLIP SPECIAL); RKOREA,39
Other articles of plastics ; HOODIR ; FC29002891A,39
Polyethlene film;;;USA,39
Seal of plastic for use in machinery; TTR0036418T115; JAPAN,39
push pin,39
Other articles for the conveyance or packing of goods of plastics; DUAL BOTTLE,39
Buick Emblem(42353805),39
Selfadhesive film; S7000BB30(12C16); JAPAN,39
Polyurethane strip; BANCOLLAN SQUEEGEE,39
BUSH ; PMD2080001 ; RKOREA,39
FVMQ (FLUOROSILICONE RUBBER) SHEET ; FS6000O,39
Bags of polyethylene; POLY BAG; PRCHNA,39
Vinyl chloridevinyl acetate copolymer; Modified PVC; PRCHNA,39
BANDAGE RING ; 15421337,39
Cap; CAP ASSY(V3839001); RKOREA,39
Other acrylic polymer in primary forms ; PS950S,39
J300EBONY(70) T(NP),39
Polyurethane cellular sheet with nonwoven fabric; DK960052REDPINK; PRCHNA,39
Other articles of plastics; SLO OUTDOOR CARGO BOX 31L; 415405380,39
Other article of plastic; SPIRAL TUBE LX373,39
Fittings for furniture coachwork or the like ; COVER ANCHOR PT,39
Other article plastic ; Silicon rubber conductive ;; RKOREA,39
Polymer of other olefin; AB03CHT; RKOREA,39
Selfadhesive sheet of plastic; SUBA 600 24 with Tape PJ,39
Case of plastics ; PLASTIC EMPTY BOX 8782 ; RKOREA,39
Thermoplastic liquid crystal aromatic polyester coploymer in primary form ; LIQUID CRYSTAL POLYMER(LCP); 2030GNCSL ; JAPAN,39
Caps of plastics; EYEBROW CAP; RKOREA,39
RUBBER SHEETS OF OTHER PLASTICS ; (FKM) FLUOROCARBON RUBBER SHEET ; F6503BR,39
Other article of plastics; RKOREA,39
Other articles of plastics,39
